nci_id,nct_id,official_title,inclusion_indicaInclusionor,description,NCIT
NCI-2011-02660,NCT01275664,Pilot Study of Standard Therapy for Prevention of Nausea and Emesis Associated with First Line Post-Operative Intraperitoneal Chemotherapy,Exclusion,"Patients who have received prior chemotherapy for any abdominal or pelvic tumor including neo-adjuvant chemotherapy for their ovarian or primary peritoneal cancer are excluded; patients may have received prior adjuvant chemotherapy for localized breast cancer, provided that it was completed more than three years prior to registration, and that the patient remains free of recurrent or metastatic disease
Patients with medical history or conditions not otherwise previously specified which in the opinion of the investigator should exclude participation in this study; examples of this would be hearing loss or neuropathy which would prevent tolerance to cisplatin, and paclitaxel administration; the investigator should feel free to consult the Study Chair or Study Co-Chairs for uncertainty in this regard",C16171 = NO OR (C16171 = YES AND C12664 = NO AND PEVIS = NO)
NCI-2011-02674,NCT01368588,Androgen Deprivation Therapy and High Dose Radiotherapy with or without Whole-Pelvic Radiotherapy in Unfavorable Intermediate or Favorable High Risk Prostate Cancer: A Phase III Randomized Trial,Exclusion,"Prior pharmacologic androgen ablation for prostate cancer is allowed only if the onset of androgen ablation (both LHRH agonist and oral anti-androgen) is =< 45 days prior to the date of registration
Previous hormonal therapy, such as LHRH agonists (e.g., leuprolide, goserelin, buserelin, triptorelin) or LHRH antagonist (e.g. degarelix), anti-androgens (e.g., flutamide, bicalutamide, cyproterone acetate), estrogens (e.g., diethylstilbestrol [DES]), or surgical castration (orchiectomy)
Previous pelvic irradiation, prostate brachytherapy, or bilateral orchiectomy
Previous radical surgery (prostatectomy) or cryosurgery for prostate cancer
Prior radiotherapy, including brachytherapy, to the region of the study cancer that would result in overlap of radiation therapy fields",C16175 = NO AND (C15477= NO OR (C15477= YES AND C54225 = YES AND C12767 = NO AND C12410 = NO)) AND (C16169= NO OR (C16169 = YES AND C12410 = NO AND C12412= NO))
NCI-2011-03458,NCT01434316,Phase 1 Trial of ABT-888 and SCH727965 in Patients with Advanced Solid Tumors,Inclusion,"Prior chemotherapy is allowed; patients must not have received chemotherapy for 3 weeks prior to the initiation of study treatment and must have full recovery from any acute effects of any prior chemotherapy; patients must not have had nitrosoureas or mitomycin C for 6 weeks prior to the initiation of study treatment
Prior exposure to ABT888 or other PARP inhibitors is permitted in all cohorts except the cohort evaluating BRCA-mutated PARP inhibitor naive patients, where prior PARP inhibitor treatment will not be permitted; prior exposure to cyclin-dependent kinase inhibitors other than SCH727965 is permitted
Prior experimental (non-Food and Drug Administration [FDA] approved) therapies and immunotherapies are allowed; patients must not have received these therapies for 3 weeks prior to the initiation of study treatment and must have full recovery from any acute effects of these therapies
Prior radiation therapy is allowed; patients must not have received any radiation within 3 weeks prior to the initiation of study treatment; patients may not have areas of irradiated marrow exceeding 40% of bone marrow volume
Prior exposure to approved receptor tyrosine kinase inhibitors is permitted; at least 5 half-lives must have elapsed since the completion of the kinase inhibitor and the initiation of study treatment
",(C16171 = NO OR C16171 = YES) AND (C16168 = NO OR C16168 = YES) AND (C16124 = YES AND (C41161 = NO OR C41161t= YES)) AND (C15477 = NO OR C15477 = YES) 
NCI-2011-03797,NCT02883049,A Phase III Randomized Trial for Newly Diagnosed High Risk B-Lymphoblastic Leukemia (B-ALL) including a Stratum Evaluating Dasatinib (NSC#732517) in Patients with Ph-like Tyrosine Kinase Inhibitor (TKI) Sensitive Mutations,Exclusion,"With the exception of steroid pretreatment or the administration of intrathecal cytarabine, patients must not have received any prior cytotoxic chemotherapy for either the current diagnosis of B-ALL or any cancer diagnosed prior to the initiation of protocol therapy on AALL1131; patients cannot have secondary B-ALL that developed after treatment of a prior malignancy with cytotoxic chemotherapy; patients receiving prior steroid therapy may be eligible for AALL1131",C16171 = NO OR (C16171 = YES AND C408 = YES AND C15750 = YES) 
NCI-2012-00095,NCT01497444,Study of Sorafenib + TH-302: Phase I in Advanced Renal Cell Carcinoma (RCC) and Advanced Hepatocellular Carcinoma (HCC) and Phase II in 1st Line Advanced HCC,Exclusion/INCLUSION,"EXCLUSION
Received treatment with radiation therapy or investigational therapy =< 28 days prior to registration
RCC patients only: Having received chemotherapy prior to study entry within 5 half-lives of the agent (as described in the package insert), or 4 weeks prior to registration (whichever is shorter) with resolution of side effects from therapy to =< grade 1
Receiving any medications or substances that are inducers or strong or moderate inhibitors of cytochrome P450, family 3, subfamily A, polypeptide 4 (CYP3A4) =< 7 days prior to registration
* Use of CYP3A4 inducers are prohibited =< 7 days prior to registration
* Use of CYP3A4 strong or moderate inhibitors are prohibited =< 7 days prior to registration
Other active malignancy =< 3 years prior to registration; EXCEPTIONS: non-melanotic skin cancer or carcinoma-in-situ of the cervix; NOTE: if there is a history or prior malignancy, they must not be receiving other specific treatment (other than hormonal therapy) for their cancer
History of lobectomy involving > 50% of lobe
INCLUSION
Prior chemoembolization, radioembolization, radiofrequency ablation (RFA) or other local ablative therapies are permissible if >= 6 weeks from procedure with evidence of progression or new metastatic disease, if applicable
RCC patients only: Tumor progression after receiving standard/approved chemotherapy and/or targeted agent, where there is no approved therapy or for tumors where sorafenib based therapy would be standard therapy (Phase I)",(C16171 = NO OR C16171 = YES) AND ( C15477= NO OR C15477= YES)
NCI-2012-00234,NCT01515787,"A Phase II/III Trial of Neoadjuvant FOLFOX, with Selective Use of Combined Modality Chemoradiation versus Preoperative Combined Modality Chemoradiation for Locally Advanced Rectal Cancer Patients Undergoing Low Anterior Resection with Total Mesorectal Excision",Exclusion,"Chemotherapy within 5 years prior to registration; (hormonal therapy is allowable if the disease free interval is >= 5 years)
Any prior pelvic radiation",(C16171 = NO OR (C16171 = YES)) AND (C16175 = NO OR C16175 = YES) AND (C15477= NO OR (C15477= YES AND C12767= NO))
NCI-2012-00680,NCT01333046,Administration of Tumor-Associated Antigen (TAA)-Specific Cytotoxic T-Lymphocytes to Patients with Active or Relapsed Hodgkin or Non-Hodgkin Lymphoma,Inclusion,"TREATMENT: Patients should have been off conventional therapy for at least 1 week prior to entry in this study, including rituximab
TREATMENT: Patients should have been off other investigational therapy for one month prior to entry in this study",C16124 = NO OR C16124 = YES
NCI-2012-00707,NCT01556243,Impact of Breast Conservation Surgery on Surgical Outcomes and Cosmesis in Patients with Multiple Ipsilateral Breast Cancers (MIBC),Exclusion/Inclusion,"EXCLUSION
Treatment including radiation therapy, chemotherapy, biotherapy, or hormonal therapy for this cancer prior to surgery (i.e., any neoadjuvant chemotherapy or endocrine therapy is not allowed); patients who undergo surgical resection with breast conservation and then are treated with adjuvant systemic therapy are eligible to enroll prior to the start of radiotherapy
Surgical axillary staging procedure prior to first definitive breast operation; Note: fine-needle aspiration (FNA) or core needle biopsy of axillary node is permitted
INCLUSION
Bilateral mammogram =< 90 days prior to date of surgery; Note: for patients undergoing more than 1 breast operation, this is the date of the first breast surgery for breast cancer treatment",(C16171 = NO OR (C16171 = YES AND PRIOR TREATMENT OF CURRENT CANCER = NO)) AND (C15477= NO OR (C15477= YES AND PRIOR TREATMENT OF CURRENT CANCER = NO)) AND (C16124 = YES AND (C15187 = NO OR (C15187 = YES AND PRIOR TREATMENT OF CURRENT CANCER = NO))) AND (C16175 = NO OR (C16175 =YES AND PRIOR TREATMENT OF CURRENT CANCER = NO)) AND (C16169 = NO OR C16169 = YES)
NCI-2012-00719,NCT01573442,Randomized Double-Blind Placebo Controlled Study of Testosterone in the Adjuvant Treatment of Postmenopausal Women with Aromatase Inhibitor Induced Arthralgias,Exclusion,"Prolonged systemic corticosteroid treatment, except for topical applications (e.g., for rash), inhaled sprays (e.g., for obstructive airway diseases), eye drops, or local insertion (e.g., intra-articular)
* Note: Short duration (< 2 weeks) of systemic corticosteroids is allowed (e.g., for chronic obstructive pulmonary disease), but not within 30 days prior to registration",N/A
NCI-2012-00860,NCT01587352,A Phase 2 Study of Vorinostat (NSC 701852) in Metastatic Uveal Melanoma,Exclusion,Patients may have had any number of prior therapies; at least 3 weeks must have elapsed since the last dose of systemic therapy; at least 6 weeks must have elapsed if the last regimen included BCNU or mitomycin C; at least 6 weeks must have elapsed if the last regimen included an anti-cytotoxic T-lymphocyte-associated protein 4 (CTLA4) antibody; patients must have experienced disease progression on their prior therapy in the opinion of the treating investigator,C16124=YES OR C16124= NO
NCI-2012-00864,NCT01585805,"A Randomized Phase II Study of Gemcitabine, Cisplatin +/- Veliparib in Patients with  Pancreas Adenocarcinoma and a Known BRCA/ PALB2 Mutation (Part I) and a Phase II Single Arm Study of Single-Agent Veliparib in Previously Treated Pancreas Adenocarcinoma (Part II)",Exclusion/INCLusion,"EXCLUSION 
Patients with prior malignancy successfully treated who are currently stable and on no active treatment are eligible
Patients who have had chemotherapy or radiotherapy within 3 weeks (6 weeks for nitrosoureas or mitomycin C) prior to entering the study or those who have not recovered from adverse events due to agents administered more than 3 weeks earlier
* For Part I, prior adjuvant therapy with gemcitabine or a fluoropyrimidine therapy is permitted if completed > 6 months prior to recurrence; no prior PARP inhibitor therapy is allowed
* For Part II, no prior PARP inhibitor therapy is permitted; up to two prior treatment regimens are permitted as follows: 1 adjuvant and 1 metastatic; 1 locally advanced and 1 metastatic; or 2 metastatic, or a variation thereof
INCLUSION
For Part II (Arm C): Patients can have either locally advanced or metastatic pancreas adenocarcinoma; up to two prior treatment regimens are permissible (excluding a prior PARP inhibitor) for either localized or metastatic pancreas adenocarcinoma; prior combined chemotherapy and radiotherapy is permissible provided the patient has measurable disease outside the radiation port; prior therapy must have been completed at least 3 weeks prior to starting study therapy
For Part I (Arms A, B): Patients can have either locally advanced or metastatic pancreas adenocarcinoma for which no prior therapy has been administered for either locally advanced or metastatic disease; prior adjuvant therapy is permissible if gemcitabine or a fluoropyrimidine was administered with or without radiation and if disease recurrence has been documented at least 6 months after completion of adjuvant therapy
",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES) AND (C16124 = YES AND C62554 = NO)
